Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
10/23/2019 15:09:00,Student124,G5 (Wed 12:00 - 15:15 SR 3.3),Translating the business process that involves IoT into a Workflow Model.,The  creating the flow from Issue > IoT > Benefits > Challenges,3,,translate the business process that involve iot into workflow model,the create the flow from issue iot benefit challenge,
10/23/2019 15:09:46,Student369,G5 (Wed 12:00 - 15:15 SR 3.3),Internet of Things (IoT),"Process innovation technology trends, have to keep up to the trends which is growing rapidly ",3,,internet of thing iot,process innovation technology trend have to keep up to the trend which is grow rapidly,
10/23/2019 15:10:05,Student110,G5 (Wed 12:00 - 15:15 SR 3.3),IOT,the new project,4,,iot,the new project,
10/23/2019 15:11:00,Student94,G5 (Wed 12:00 - 15:15 SR 3.3),Learning about digital trends,Analyzing the Case Study,4,,learn about digital trend,analyze the case study,
10/23/2019 15:38:15,Student106,G5 (Wed 12:00 - 15:15 SR 3.3),specific IoT issues and solutions ,,4,,specific iot issue and solution,,
10/23/2019 15:54:55,Student260,G5 (Wed 12:00 - 15:15 SR 3.3),I enjoyed coming up with the problems and solutions by researching on the company for the IoT case study ,The most challenging topic is the understanding of the IoT architecture as the content is quite technical in nature and requires a considerable amount of effort to digest,3,More time should be given to class activities as we wish to give higher quality of answers but are limited by the time constraint. ,enjoy come up with the problem and solution by research on the company for the iot case study,the most challenging topic is the understanding of the iot architecture as the content is quite technical in nature and require considerable amount of effort to digest,more time should be give to class activity as we wish to give high quality of answer but are limit by the time constraint
10/23/2019 18:34:51,Student151,G7 (Wed 15:30 - 18:45 SR 3.3),the case study was interesting,New concepts,3,,the case study was interest,new concept,
10/23/2019 18:34:54,Student160,G7 (Wed 15:30 - 18:45 SR 3.3),I enjoy doing doing the case study.,NIL. it was ok!,3,NIL,enjoy doing the case study,it was ok,
10/23/2019 18:36:42,Student133,G7 (Wed 15:30 - 18:45 SR 3.3),Learning about IoT,Digital Processes,4,-,learn about iot,digital process,
10/23/2019 18:38:55,Student140,G7 (Wed 15:30 - 18:45 SR 3.3),learning about IOT,IOT applications for manufacturing ,4,,learn about iot,iot application for manufacturing,
10/23/2019 18:40:45,Student137,G7 (Wed 15:30 - 18:45 SR 3.3),NIL,NIL,3,,,,
10/23/2019 18:42:14,Student141,G7 (Wed 15:30 - 18:45 SR 3.3),Applications of IoT,Nil,3,,application of iot,,
10/23/2019 18:42:24,Student135,G7 (Wed 15:30 - 18:45 SR 3.3),Trends at the start of the class,Process Diagram of IOT devices,3,More discussion questions for class part,trend at the start of the class,process diagram of iot device,more discussion question for class part
10/23/2019 18:42:28,Student154,G7 (Wed 15:30 - 18:45 SR 3.3),IoT,IoT,4,NIL,iot,iot,
10/23/2019 18:42:36,Student156,G7 (Wed 15:30 - 18:45 SR 3.3),Enjoyed the case study and in-class discussion to apply the IoT theory into real life examples,sometimes we might not be able to think of a new innovative way to solve the existing issue,3,,enjoy the case study and in class discussion to apply the iot theory into real life example,sometimes we might not be able to think of new innovative way to solve the exist issue,
10/23/2019 18:43:21,Student145,G7 (Wed 15:30 - 18:45 SR 3.3),IOT Application,Modeling IOT in business process,3,,iot application,model iot in business process,
10/23/2019 18:43:25,Student139,G7 (Wed 15:30 - 18:45 SR 3.3),Digital Trend,The whole topic was a bit heavy as there were a lot of information,4,Have more in class exercises,digital trend,the whole topic was bit heavy as there were lot of information,have more in class exercise
10/23/2019 18:43:28,Student146,G7 (Wed 15:30 - 18:45 SR 3.3),Process Innovation in IoT,Coming out with ideas for IoT,3,,process innovation in iot,come out with idea for iot,
10/23/2019 18:43:43,Student132,G7 (Wed 15:30 - 18:45 SR 3.3),The usefulness of IoT,The components of IoT,3,None,the usefulness of iot,the component of iot,
10/23/2019 18:44:07,Student130,G7 (Wed 15:30 - 18:45 SR 3.3),Technical aspects of IoT,IoT Architecture,3,,technical aspect of iot,iot architecture,
10/23/2019 18:44:19,Student149,G7 (Wed 15:30 - 18:45 SR 3.3),IoT workflow process,IoT architecture,3,,iot workflow process,iot architecture,
10/23/2019 18:44:37,Student164,G7 (Wed 15:30 - 18:45 SR 3.3),Digital Trends and IoT Applications,Modelling IoT in business,4,,digital trend and iot application,model iot in business,
10/23/2019 18:44:37,Student127,G7 (Wed 15:30 - 18:45 SR 3.3),IOT,Modeling IOT into business process,4,,iot,model iot into business process,
10/23/2019 18:44:44,Student131,G7 (Wed 15:30 - 18:45 SR 3.3),IoT,IoT seems so good. it was very difficult to identify the challenges,3,,iot,iot seem so good it was very difficult to identify the challenge,
10/23/2019 18:44:44,Student162,G7 (Wed 15:30 - 18:45 SR 3.3), IOT with Business process,to draw the modeling process,3,,iot with business process,to draw the modeling process,
10/23/2019 18:44:51,Student148,G7 (Wed 15:30 - 18:45 SR 3.3),Digital Twin,IOT Applications,4,More open discussions between groups for the activity periods. ,digital twin,iot application,more open discussion between group for the activity period
10/23/2019 18:45:08,Student158,G7 (Wed 15:30 - 18:45 SR 3.3),The challenges faced when using IoT.,Identifying what is IoT.,3,None,the challenge face when use iot,identify what is iot,
10/23/2019 18:45:12,Student163,G7 (Wed 15:30 - 18:45 SR 3.3),Modeling IoT into a Business process,The different Process Innovation Technology Trends,3,,model iot into business process,the different process innovation technology trend,
10/23/2019 18:45:23,Student159,G7 (Wed 15:30 - 18:45 SR 3.3),Process Innovation Technology Trends,Modeling IoT into Business processes,3,,process innovation technology trend,model iot into business process,
10/23/2019 18:45:28,Student152,G7 (Wed 15:30 - 18:45 SR 3.3),Process with IoT Integration. ,Finding other ideas to manage waste management that is not stated in the case. ,4,,process with iot integration,find other idea to manage waste management that is not state in the case,
10/23/2019 18:45:41,Student134,G7 (Wed 15:30 - 18:45 SR 3.3), business process with IoT integration ,the different technologies in process innovation ,3,,business process with iot integration,the different technology in process innovation,
10/23/2019 18:45:43,Student155,G7 (Wed 15:30 - 18:45 SR 3.3),Business process with IoT,Internet of Things,3,,business process with iot,internet of thing,
10/23/2019 18:46:07,Student157,G7 (Wed 15:30 - 18:45 SR 3.3),Digital twins and how IoT can be used to optimise processes,Finding the types of sensors used in IoT applications of automobiles,4,A real-life case study (maybe in Singapore) would enhance the learning experience,digital twin and how iot can be use to optimise process,find the type of sensor use in iot application of automobile,real life case study maybe in singapore would enhance the learning experience
10/23/2019 18:46:32,Student165,G7 (Wed 15:30 - 18:45 SR 3.3),Technology Trends,Perishable Goods x IoT Report,4,,technology trend,perishable good iot report,
10/23/2019 18:47:17,Student128,G7 (Wed 15:30 - 18:45 SR 3.3),The Case Innovation about food waste,Finishing the assignment in 45 minutes,4,Give us more time for the individual assignment,the case innovation about food waste,finish the assignment in minute,give us more time for the individual assignment
10/23/2019 18:49:15,Student144,G7 (Wed 15:30 - 18:45 SR 3.3),Learning about IoT,A little bit confuse with the last case study about the process,3,,learn about iot,little bit confuse with the last case study about the process,
10/23/2019 18:56:28,Student366,G7 (Wed 15:30 - 18:45 SR 3.3),Intelligent Trends,IoT Architecture,3,Professor can speak louder during class. The class gets noisy some times,intelligent trend,iot architecture,professor can speak louder during class the class get noisy some time
10/23/2019 18:57:05,Student165,G7 (Wed 15:30 - 18:45 SR 3.3),Tech Trends,IoT Report on Perishables,4,,tech trend,iot report on perishable,
10/23/2019 18:57:50,Student126,G7 (Wed 15:30 - 18:45 SR 3.3),Case study,Case study,4,,case study,case study,
10/23/2019 19:17:19,Student166,G7 (Wed 15:30 - 18:45 SR 3.3),IoT in general as i generally have an interest in this FIELD.,Modelling IoT in businesses process as there are a few grey areas not clear,3,It is hard to focus what the prof is saying at times when the class is quite loud.,iot in general as generally have an interest in this field,model iot in business process as there are few grey area not clear,it is hard to focus what the professor is say at time when the class is quite loud
10/24/2019 11:11:50,Student211,G2 (Thur 8:15 - 11:30 SR 2.3),learning about IOT in business,understanding digital twin,3,nil,learn about iot in business,understanding digital twin,
10/24/2019 11:12:10,Student187,G6 (Thur 8:15 - 11:30 SR 3.4),Different trend in IoT,nil,3,,different trend in iot,,
10/24/2019 11:12:50,Student228,G6 (Thur 8:15 - 11:30 SR 3.4),How IoT can solve problems,Using IoT to integrate with the processes,3,,how iot can solve problem,use iot to integrate with the process,
10/24/2019 11:14:19,Student223,G2 (Thur 8:15 - 11:30 SR 2.3),IoT=> case study based teaching style is really enjoyed!  ,convert IoT into process diagram ,4,,iot case study base teach style is really enjoyed,convert iot into process diagram,
10/24/2019 11:14:29,Student169,G6 (Thur 8:15 - 11:30 SR 3.4),Learning about IOT sensors,Differentiating between security challenges and privacy challenges,4,,learn about iot sensor,differentiate between security challenge and privacy challenge,
10/24/2019 11:14:37,Student197,G6 (Thur 8:15 - 11:30 SR 3.4),Understanding how technology can be used in process innovation,IoT Architecture & its Details,4,Go into detail on the work submitted by all the groups for class activity,understand how technology can be use in process innovation,iot architecture and its detail,go into detail on the work submit by all the group for class activity
10/24/2019 11:14:48,Student206,G6 (Thur 8:15 - 11:30 SR 3.4),Applications of IoT in different aspects of smart city such as healthcare,IoT architecture.,4,,application of iot in different aspect of smart city such as healthcare,iot architecture,
10/24/2019 11:14:59,Student184,G6 (Thur 8:15 - 11:30 SR 3.4),learning about IoT and sensors ,finding the issue in a situaation like how general must it be,4,,learn about iot and sensor,find the issue in situaation like how general must it be,
10/24/2019 11:15:00,Student179,G6 (Thur 8:15 - 11:30 SR 3.4),IOT Applications,modelling IOT into business process,3,nil,iot application,model iot into business process,
10/24/2019 11:15:04,Student172,G6 (Thur 8:15 - 11:30 SR 3.4),Innovations and IoT,"None, loving it!!",4,,innovation and iot,love it,
10/24/2019 11:15:05,Student183,G6 (Thur 8:15 - 11:30 SR 3.4),IoT application and challenges,Nil,4,NIL,iot application and challenge,,
10/24/2019 11:15:13,Student170,G6 (Thur 8:15 - 11:30 SR 3.4),The case study on food waste addressed with IoT solutions,Case study,4,,the case study on food waste address with iot solution,case study,
10/24/2019 11:15:18,Student175,G6 (Thur 8:15 - 11:30 SR 3.4),Understanding IoT,differentiating btwn iot and normal devices that can connect to the internet but is not smart,4,,understand iot,differentiate btwn iot and normal device that can connect to the internet but is not smart,
10/24/2019 11:15:22,Student171,G6 (Thur 8:15 - 11:30 SR 3.4),IoT Application,IoT Architecture,4,,iot application,iot architecture,
10/24/2019 11:15:31,Student208,G6 (Thur 8:15 - 11:30 SR 3.4),learning the benefits of IoT for businesses,integrating and modelling the different IoTs into a business process,3,,learn the benefit of iot for business,integrating and model the different iots into business process,
10/24/2019 11:15:41,Student168,G6 (Thur 8:15 - 11:30 SR 3.4),Introduction to IOT ,difference between security challenges and privacy challenges ,4,GREAT,introduction to iot,difference between security challenge and privacy challenge,great
10/24/2019 11:15:44,Student185,G6 (Thur 8:15 - 11:30 SR 3.4),The application of IoT to different sectors,"Drawing the workflow diagram, where should be the starting task be placed.",4,,the application of iot to different sector,draw the workflow diagram where should be the starting task be place,
